price,bedrooms,bathrooms,sqft_living,floors,waterfront,yr_built,condition
345000.0,5,2.5,3150,1.0,0,1966,4
600000.0,3,1.75,1410,1.0,0,1950,4
585000.0,2,1.75,1980,1.0,0,1981,3
920000.0,5,2.25,2730,1.5,0,1927,3
885000.0,4,2.5,2830,2.0,0,1995,3
292500.0,4,2.5,2250,2.0,0,2008,3
301000.0,3,2.5,2420,2.0,0,2003,3
951000.0,5,3.25,3250,2.0,0,1968,4
430000.0,4,3.0,1850,2.0,0,1991,3
650000.0,3,2.25,2150,1.0,0,1959,4
289000.0,3,1.75,1260,1.0,0,1954,3
505000.0,3,1.75,2519,2.0,0,1973,5
549000.0,3,1.75,1540,3.0,0,2014,3
425000.0,3,2.25,1660,1.0,0,1979,3
317625.0,3,2.75,2770,1.5,0,1925,5
975000.0,4,2.5,2720,2.0,0,1989,3
287000.0,4,2.5,2240,2.0,0,2005,3
204000.0,3,1.0,1000,1.0,0,1968,4
1325000.0,5,2.25,3200,1.0,0,1965,3
1040000.0,5,3.25,4770,1.0,0,1973,4
325000.0,3,2.0,1260,1.0,0,1972,4
571000.0,4,2.0,2750,1.5,0,1916,5
360000.0,4,2.5,2380,2.0,0,2005,3
349000.0,3,1.75,1790,1.0,0,1965,5
832500.0,4,4.0,3430,2.0,0,1986,4
380000.0,4,1.75,1760,1.0,0,1956,3
480000.0,3,1.0,1040,1.0,0,1941,3
410000.0,3,1.0,1410,1.0,0,1956,4
720000.0,4,2.5,3450,2.0,0,2002,3
390000.0,3,2.5,2350,2.0,0,2003,3
360000.0,4,2.5,1900,2.0,0,1992,3
355000.0,2,1.0,2020,1.0,0,1948,3
356000.0,3,1.5,1680,1.0,0,1964,3
315000.0,3,1.0,960,1.0,0,1952,3
940000.0,3,1.5,2140,2.0,0,1925,3
305000.0,5,2.25,2660,1.5,0,1961,5
461000.0,3,3.25,2770,2.0,0,2006,3
215000.0,2,2.25,1610,2.0,0,1979,4
335000.0,2,1.75,1030,2.0,0,2006,3
243500.0,4,2.5,1980,2.0,0,1988,3
1099880.0,5,2.75,3520,2.0,0,2001,4
153000.0,3,1.0,1200,1.0,0,1962,3
430000.0,3,1.5,1580,1.0,0,1939,3
700000.0,3,1.5,1580,1.0,0,1939,3
905000.0,4,2.5,3300,1.0,0,1946,3
247500.0,3,1.75,1960,1.0,0,1967,3
199000.0,4,1.5,1160,1.0,0,1975,4
314000.0,3,1.75,1810,1.0,0,1980,5
437500.0,3,2.5,2320,2.0,0,1992,3
850830.0,3,2.5,2070,1.5,0,1910,5
555000.0,3,2.0,1980,1.5,0,1929,4
699950.0,3,2.25,2190,2.0,0,1983,4
1088000.0,3,2.5,2920,2.0,0,1950,3
290000.0,3,1.0,1210,1.0,0,1954,3
375000.0,3,2.5,2340,1.0,0,1978,4
460000.0,3,1.0,1670,1.5,0,1939,4
188500.0,2,1.75,1240,1.0,0,1985,4
680000.0,4,2.5,3140,2.0,0,1991,4
470000.0,5,1.75,2030,2.0,0,1942,4
597750.0,4,2.5,2310,2.0,0,1984,3
570000.0,3,1.75,1260,1.0,0,1905,5
272500.0,3,1.75,1540,1.0,0,1980,4
329950.0,3,1.75,2080,1.0,0,1971,3
480000.0,4,2.5,3230,2.0,0,2001,3
740500.0,3,3.5,4380,2.0,0,1900,3
518500.0,3,3.5,1590,3.0,0,2010,3
205425.0,2,1.0,880,1.0,0,1945,4
171800.0,4,2.0,1570,1.0,0,1950,3
535000.0,4,1.0,1610,1.5,0,1925,4
660000.0,3,2.5,2400,1.0,0,1964,3
391500.0,3,2.0,1450,1.0,0,1987,3
395000.0,2,1.0,770,1.0,0,1953,3
445000.0,4,1.75,2100,1.5,0,1924,5
770000.0,3,2.25,2910,2.0,0,1990,3
1450000.0,4,2.75,2750,1.5,0,1914,3
445000.0,3,2.25,2100,1.0,0,1967,3
260000.0,4,2.25,2160,1.0,0,1978,3
822500.0,5,3.5,2320,2.0,0,1926,5
430000.0,4,2.5,2070,2.0,0,2004,3
212000.0,3,1.75,1060,1.0,0,1986,4
660500.0,4,2.25,2010,1.0,0,1986,3
784000.0,3,3.5,3950,1.5,0,1989,3
453246.0,3,2.5,2010,2.0,0,2014,3
675000.0,4,3.5,2140,3.0,0,2005,3
199000.0,3,1.75,1320,1.0,0,1956,4
220000.0,4,1.75,2020,1.0,0,1968,3
452000.0,4,2.25,2590,1.0,0,1968,4
382500.0,2,1.0,1190,1.0,0,1981,3
519950.0,3,2.25,1170,3.0,0,2014,3
665000.0,2,1.0,1110,1.0,0,1925,3
527700.0,5,2.5,2820,1.0,0,1968,4
205000.0,3,1.0,1610,1.0,0,1962,4
420000.0,3,1.0,1060,1.0,0,1923,4
500000.0,4,2.25,2030,1.0,0,1961,4
921500.0,4,2.5,3670,2.0,0,1994,4
890000.0,4,1.0,2550,2.0,0,1905,3
430000.0,2,2.5,2420,2.0,0,2007,3
258000.0,5,2.0,2260,1.0,0,1960,4
511000.0,3,1.0,1430,1.0,0,1947,3
532170.0,3,2.0,1360,2.0,0,1990,3
560000.0,3,1.0,1110,1.5,0,1947,3
282950.0,3,1.0,1250,1.0,0,1954,4
2250000.0,4,3.25,5180,2.0,0,2006,3
350000.0,1,1.0,700,1.0,0,1942,3
215000.0,3,1.0,1180,1.0,0,1967,4
650000.0,5,3.5,3960,2.0,0,1996,3
320000.0,4,2.75,2640,1.0,0,1967,3
247000.0,3,2.0,1270,1.5,0,1916,3
320000.0,4,1.75,1760,1.0,0,1968,4
255000.0,5,2.25,2060,1.0,0,1962,3
438000.0,3,1.75,1780,1.0,0,1962,3
900000.0,3,2.5,3400,2.0,0,2000,3
441000.0,3,2.75,1910,1.0,0,1979,3
420000.0,3,2.0,2020,1.0,0,1975,4
370000.0,3,1.75,1580,1.0,0,1976,3
269950.0,2,1.75,1340,1.0,0,1949,5
807100.0,4,2.5,2680,2.0,0,1999,3
653000.0,3,2.5,2680,1.0,0,1979,4
371500.0,3,2.0,1370,1.0,0,1964,5
284000.0,3,1.75,1560,1.0,0,1954,3
272000.0,3,1.75,2160,1.0,0,1978,4
313000.0,3,1.5,1340,1.5,0,1955,3
917500.0,4,2.5,3880,2.0,0,1984,3
673000.0,4,2.25,2590,2.0,0,1980,4
425000.0,3,2.5,1120,2.0,0,2008,3
399950.0,5,2.75,1970,1.0,0,1986,3
385000.0,3,1.0,1220,1.0,0,1901,3
269950.0,3,1.5,1950,1.0,0,1975,4
330000.0,2,1.0,1350,1.0,0,1949,3
260000.0,3,2.5,1670,2.0,0,1988,3
470000.0,4,3.0,2380,1.5,0,1925,4
589000.0,4,3.0,2440,2.0,0,1961,5
163500.0,2,1.5,1050,2.0,0,1996,3
835000.0,4,2.75,3130,2.0,0,1993,3
1095000.0,5,3.0,4090,1.0,0,1986,4
269000.0,4,1.75,1490,1.0,0,1969,4
560000.0,3,2.5,1900,2.0,0,1987,3
615000.0,4,1.0,1330,1.5,0,1901,4
585188.0,3,2.25,2230,1.0,0,1975,3
305000.0,3,1.75,1650,1.0,0,1977,3
166950.0,3,1.0,1190,1.0,0,1959,3
799000.0,3,2.5,2140,1.0,0,1959,4
400000.0,3,2.5,2180,1.0,0,1962,4
230000.0,3,1.0,1060,1.0,0,1948,3
256883.0,3,2.5,1690,2.0,0,2003,3
423000.0,4,2.0,1970,1.5,0,1920,5
465000.0,3,2.5,2150,2.0,0,2007,3
440000.0,3,2.5,1910,2.0,0,1997,3
385000.0,3,1.75,1350,1.0,0,1969,4
210000.0,3,1.0,860,1.0,0,1943,4
297000.0,3,2.5,1940,2.0,0,1994,3
470000.0,3,1.0,1010,1.0,0,1952,3
226500.0,3,1.5,1300,1.0,0,1976,4
274250.0,3,1.0,910,1.0,0,1962,4
840000.0,4,1.75,2480,1.0,0,1966,4
677900.0,3,2.5,2440,2.0,0,2010,3
425000.0,3,1.0,1010,1.0,0,1915,3
180250.0,2,0.75,900,1.0,0,1941,3
464000.0,6,3.0,2300,2.0,0,1920,3
320000.0,4,2.25,1550,2.0,0,1993,3
625504.0,3,2.25,1270,2.0,0,2014,3
592500.0,4,2.5,2240,1.0,0,1983,3
465000.0,3,2.5,2714,2.0,0,2005,3
477000.0,4,2.75,1720,2.0,0,1978,3
280000.0,2,1.0,850,1.0,0,1923,3
1505000.0,5,3.0,3300,1.0,0,1957,3
445838.0,3,2.5,2250,2.0,0,2000,3
1072000.0,2,2.25,3900,1.0,0,1947,3
467000.0,2,1.5,1320,1.0,0,1947,4
686000.0,4,2.5,2760,2.0,0,1999,3
279950.0,3,2.0,1750,1.0,0,1961,3
527000.0,4,2.25,2330,2.0,0,1987,3
325000.0,3,2.25,2220,1.0,0,1966,4
328000.0,3,2.25,2020,2.0,0,1994,3
390000.0,3,2.25,1250,1.0,0,1942,5
479950.0,2,2.0,1510,1.0,0,2005,3
264950.0,4,2.25,1720,1.0,0,1978,4
235000.0,3,1.0,1430,1.0,0,1961,4
516500.0,3,2.5,1480,2.0,0,2004,3
655000.0,2,1.75,1450,2.0,1,1915,3
500000.0,4,2.75,2280,1.0,0,1960,5
315000.0,6,2.75,2940,1.0,0,1978,3
213000.0,2,1.0,1000,1.0,0,1961,3
475000.0,3,1.5,2480,1.5,0,1947,5
1025000.0,5,4.0,3760,2.0,0,1983,3
416000.0,3,2.0,2220,1.0,0,1976,5
410000.0,4,1.0,1970,1.5,0,1904,3
800000.0,3,3.5,3830,2.0,0,1993,3
472000.0,6,2.5,4410,1.0,0,1965,4
225000.0,3,1.75,1430,1.0,0,1968,4
210000.0,2,1.0,830,1.0,0,1940,3
455000.0,2,1.0,1430,1.5,0,1925,2
225000.0,3,1.0,1300,1.0,0,1954,4
480000.0,2,1.0,1030,1.0,0,1918,4
363000.0,3,2.5,2740,2.0,0,1990,3
2400000.0,4,2.5,3650,1.0,1,2000,3
181000.0,2,1.5,720,1.0,0,1954,3
250000.0,4,2.0,2010,1.0,0,1976,4
481000.0,3,1.75,1560,1.0,0,1918,4
260000.0,3,2.0,1810,1.0,0,1978,4
455000.0,4,2.5,3360,2.0,0,2001,3
415000.0,3,2.25,1510,2.0,0,1991,3
349500.0,3,1.0,1400,1.0,0,1953,3
245000.0,3,2.5,1730,2.0,0,1987,3
592500.0,2,2.0,1420,1.5,0,1928,5
385000.0,4,1.75,2360,1.0,0,1955,4
315000.0,3,1.75,1580,1.0,0,1974,4
255000.0,3,1.0,1230,1.0,0,1979,3
693000.0,4,2.5,2460,2.0,0,2006,3
780000.0,3,1.0,1660,1.5,0,1911,3
237000.0,3,1.75,1270,1.0,0,1960,4
525000.0,3,2.25,2100,2.0,0,1979,3
425000.0,2,1.0,770,1.0,0,1930,3
369900.0,1,0.75,760,1.0,1,1936,5
290000.0,4,2.5,1700,2.0,0,1988,4
285000.0,3,1.0,1120,1.0,0,1954,3
415000.0,2,1.0,1070,1.0,0,1937,3
272500.0,3,2.5,2070,1.0,0,1979,3
2900000.0,4,3.25,5050,1.5,0,1982,3
1365000.0,4,4.75,5310,2.0,0,1989,4
436000.0,2,1.0,1040,1.0,0,1939,4
210000.0,3,1.0,1700,1.0,0,1967,4
236000.0,3,1.0,1300,1.0,0,1961,3
331000.0,3,1.75,1080,1.0,0,1954,3
365000.0,3,2.5,2653,2.0,0,2006,3
450000.0,3,2.0,2290,1.0,0,1960,5
770000.0,4,2.75,3820,2.0,0,2014,3
455000.0,4,2.5,2210,1.0,0,1997,3
405000.0,3,1.75,2390,1.0,0,1908,3
304900.0,4,1.75,2600,1.0,0,1969,4
170000.0,2,1.0,860,1.0,0,1931,3
2050000.0,5,3.0,3830,2.0,0,1905,5
780000.0,4,2.5,3500,2.0,0,2005,3
330000.0,3,3.0,2420,1.0,0,1988,4
370000.0,4,2.5,2720,2.0,0,1992,3
467000.0,5,2.25,2500,1.0,0,1979,3
405000.0,3,1.75,1670,1.0,0,1980,3
675000.0,5,2.25,2900,1.0,0,1985,3
500000.0,2,1.0,1640,1.0,0,1954,4
389999.0,4,2.5,1890,2.0,0,1968,4
630000.0,4,1.75,2950,1.0,0,1975,4
360000.0,4,2.5,2160,2.0,0,1992,3
580000.0,4,3.0,3280,2.0,0,1986,3
550000.0,3,2.0,1970,2.0,0,1929,5
879000.0,4,2.5,3360,2.0,0,1994,3
265000.0,3,2.0,1320,1.0,0,1993,3
446500.0,3,2.5,2650,2.0,0,1990,3
404000.0,3,1.5,2030,1.0,0,1963,3
267500.0,3,1.75,1590,1.0,0,1957,3
3075000.0,4,5.0,4550,1.0,1,2002,3
335000.0,3,2.5,2440,2.0,0,1998,3
576000.0,3,2.5,1940,1.0,0,1948,4
208633.0,3,2.5,2040,2.0,0,2006,3
315000.0,3,2.25,2200,1.0,0,1964,4
725000.0,3,1.75,1920,1.0,0,1913,4
550000.0,4,2.75,1800,1.0,0,1965,4
610750.0,4,2.25,2180,2.0,0,1984,3
550700.0,2,1.0,1010,1.5,0,1908,4
665000.0,4,2.75,3320,2.0,0,1960,5
834000.0,4,2.5,2370,1.5,0,1928,5
201000.0,5,1.75,1660,1.5,0,1915,3
2384000.0,5,2.5,3650,2.0,0,1921,5
1384000.0,4,3.25,4290,1.0,0,1997,3
1400000.0,4,3.25,4290,1.0,0,1997,3
305000.0,4,2.25,1950,1.0,0,1979,3
487000.0,3,2.0,2590,1.0,0,1948,5
390000.0,3,2.5,1930,1.0,0,1988,4
548000.0,2,1.0,1470,1.0,0,1916,4
268750.0,4,1.0,800,1.0,0,1943,3
819900.0,5,2.75,3150,2.0,0,2013,3
520000.0,3,2.25,2030,2.0,0,1984,3
230000.0,3,2.0,1450,1.0,0,2003,3
240000.0,3,1.75,1510,1.0,0,1969,3
232000.0,2,1.0,1240,1.0,0,1922,3
240500.0,2,1.0,1240,1.0,0,1922,3
274975.0,3,2.5,3030,2.0,0,1987,3
740000.0,4,2.0,2050,1.5,0,1922,4
186375.0,3,1.0,1000,1.0,0,1952,2
790000.0,3,2.25,2370,1.0,0,1977,4
880000.0,4,3.5,2800,2.0,0,1951,3
279000.0,6,1.75,2240,2.0,0,1955,4
295000.0,3,2.0,1810,1.0,0,1991,3
640000.0,2,1.0,1070,1.0,0,1924,3
940000.0,4,2.0,2490,2.0,0,1968,5
260000.0,4,2.5,1960,2.0,0,2003,3
559900.0,3,2.75,2930,1.0,0,2004,3
791500.0,4,2.0,1510,1.5,0,1911,5
265000.0,3,1.75,1420,1.0,0,1954,3
245000.0,3,1.75,1740,1.0,0,1954,3
485000.0,4,1.75,2560,2.0,0,1962,4
684000.0,4,3.5,3040,2.0,0,2010,3
425000.0,3,1.75,2500,1.0,0,1957,3
309600.0,4,1.75,1275,1.0,0,1991,4
552250.0,4,2.5,2580,2.0,0,2002,3
165000.0,4,1.0,1000,1.0,0,1943,3
239900.0,4,1.0,1000,1.0,0,1943,3
320000.0,2,1.0,1070,1.0,0,1930,4
206600.0,3,2.0,1390,1.0,0,1987,4
387000.0,4,1.75,2500,1.0,0,1973,3
299000.0,1,0.75,560,1.0,0,1967,3
855000.0,4,2.75,2270,2.0,0,1965,3
315000.0,3,1.0,1900,1.0,0,1954,4
437500.0,2,1.0,990,1.0,0,1907,5
252000.0,4,1.5,1550,1.0,0,1969,4
375000.0,4,1.75,2200,1.0,0,1955,5
300000.0,4,2.5,1910,2.0,0,2005,3
420000.0,4,1.0,1750,1.5,0,1954,4
900000.0,3,1.0,1330,1.0,0,1928,3
679900.0,3,2.5,2440,2.0,0,2000,3
463000.0,3,2.5,1640,2.0,0,1992,3
380000.0,5,2.5,2760,2.0,0,1978,4
329500.0,4,2.5,1820,2.0,0,1994,3
604950.0,3,2.5,2110,1.0,0,2013,3
795000.0,5,2.5,3040,1.0,0,1966,4
465000.0,3,2.0,1840,2.0,0,1994,3
673000.0,4,2.5,2990,2.0,0,2002,3
810000.0,4,2.5,3520,2.0,0,1991,3
785000.0,4,2.75,2440,1.0,0,1989,4
338000.0,4,3.0,2090,1.0,0,1986,3
280000.0,3,2.25,1430,2.0,0,1993,3
315000.0,4,2.25,2180,1.0,0,1954,5
530000.0,4,2.25,2180,1.0,0,1954,5
380000.0,5,3.0,3450,2.0,0,2004,3
297000.0,3,2.25,1450,2.0,0,1994,3
730000.0,4,2.5,3230,2.0,0,2004,3
450000.0,3,1.75,1640,1.0,0,1940,3
275000.0,3,3.0,1590,1.0,0,1997,3
595000.0,4,2.0,2020,2.0,0,1960,3
435000.0,3,1.5,1300,1.5,0,1904,3
270000.0,2,1.5,1380,1.0,0,1954,1
950000.0,3,3.0,4040,2.0,0,1986,3
389000.0,4,2.25,2130,2.0,0,2001,3
560000.0,4,2.25,2550,1.0,0,1968,3
1350000.0,5,3.5,4800,2.0,0,1998,3
799000.0,4,2.25,2510,2.0,0,1969,4
365500.0,3,2.0,1410,1.0,0,1983,4
252350.0,3,2.0,1650,1.0,0,1979,3
403950.0,4,2.5,2120,2.0,0,1993,3
385000.0,4,1.5,2040,1.0,0,1954,3
345000.0,4,1.0,1550,1.5,0,1957,3
490000.0,3,2.75,1980,2.0,0,1979,4
330000.0,3,2.5,1600,2.0,0,2005,3
927000.0,4,2.75,3300,2.0,0,1953,3
1118000.0,4,2.5,3840,2.0,0,1983,4
330000.0,2,1.0,1220,1.0,0,1950,5
530000.0,5,2.25,2720,1.0,0,1958,4
365000.0,4,2.0,1940,1.0,0,1962,1
378750.0,3,2.5,2160,1.5,0,1909,3
269900.0,4,1.75,1530,1.5,0,1968,4
557000.0,3,3.5,1710,2.0,0,2008,3
360000.0,4,1.75,3730,1.0,0,1974,4
352000.0,2,1.0,940,1.0,0,1937,4
437000.0,3,2.5,1750,2.0,0,1994,3
322500.0,4,2.5,1820,2.0,0,1994,3
650000.0,3,3.25,1510,2.0,0,2001,3
450000.0,3,2.0,1290,3.0,0,2001,3
278500.0,3,2.0,1570,1.0,0,1998,3
364950.0,4,2.5,1930,2.0,0,1995,3
840000.0,4,3.5,2840,1.0,0,1986,4
268000.0,3,2.5,1550,2.0,0,1991,3
517534.0,2,1.0,833,1.0,0,2006,3
632925.0,3,2.5,2990,2.0,0,1978,4
577500.0,3,2.5,2000,2.0,0,1995,3
339000.0,4,1.5,2390,1.5,0,1920,3
570000.0,3,1.75,2910,1.0,0,1967,4
563500.0,4,1.75,2085,1.0,0,1964,3
423000.0,4,2.25,2200,1.0,0,1962,5
355000.0,3,2.25,1860,2.0,0,2012,3
1550000.0,5,4.25,6070,2.0,0,1999,3
482000.0,2,1.0,950,1.0,0,1941,3
625000.0,3,1.75,1600,1.0,0,1955,5
538000.0,3,2.5,2250,2.0,0,1988,3
380000.0,3,2.5,2280,2.0,0,1985,4
375000.0,2,1.0,940,1.0,0,1909,3
245000.0,3,2.5,1530,1.0,0,1996,5
310000.0,5,1.75,2190,1.0,0,1947,4
1300000.0,3,2.0,2350,1.0,0,1976,4
397000.0,4,2.0,1440,1.0,0,1971,3
365000.0,3,2.5,2200,2.0,0,2005,3
328500.0,4,3.0,2290,2.0,0,1990,3
988000.0,4,3.0,4040,2.0,0,1987,3
1000000.0,4,2.5,2610,1.5,0,1922,5
237000.0,3,2.5,1490,2.0,0,2005,3
525000.0,4,2.5,2450,2.0,0,2003,3
749000.0,4,2.5,1710,1.0,0,1976,3
722500.0,5,2.5,4870,2.0,0,1983,3
843000.0,3,2.5,3130,2.0,0,1991,3
438000.0,2,2.0,1270,3.0,0,2000,3
578000.0,3,1.75,2120,1.0,0,1977,3
227950.0,3,1.5,1670,1.0,0,1954,5
196000.0,3,2.25,2070,2.0,0,1974,3
641000.0,2,1.0,1420,1.0,0,1953,3
350000.0,3,1.5,1250,1.0,0,1980,4
205000.0,3,1.0,940,1.0,0,1960,4
400000.0,3,1.75,1920,1.0,0,1968,3
1030000.0,3,2.5,3545,1.0,0,2005,3
505000.0,3,2.0,1260,1.0,0,1972,3
475000.0,5,2.5,2340,1.0,0,1975,3
520000.0,3,2.25,2590,1.0,0,1977,5
1450000.0,3,4.5,3970,2.0,0,1977,3
333500.0,3,1.75,1220,1.0,0,1965,3
232000.0,3,1.0,1400,1.0,0,1976,4
691100.0,3,2.75,2360,1.0,0,1983,4
811000.0,3,1.75,1870,1.0,0,1960,4
551000.0,3,2.5,2830,2.0,0,2001,3
496500.0,3,2.5,2260,2.0,0,1994,3
705000.0,3,3.0,1970,2.0,1,1980,4
578000.0,4,2.5,3140,1.0,0,1966,5
255000.0,3,1.75,1240,1.0,0,1986,5
1050000.0,4,3.5,3450,2.0,0,2007,3
348000.0,3,2.25,2570,2.0,0,1989,4
230000.0,3,2.0,1510,2.0,0,1985,3
359500.0,4,2.25,2390,2.0,0,1988,3
330000.0,3,1.0,980,1.0,0,1953,3
80000.0,1,0.75,430,1.0,0,1912,2
465000.0,3,1.75,1480,1.0,0,1954,3
325000.0,4,2.5,1850,2.0,0,1997,3
340500.0,3,2.0,2270,1.0,0,1947,4
342500.0,3,2.5,1810,2.0,0,1993,3
290900.0,2,2.0,1610,2.0,0,1930,3
868700.0,3,4.25,3840,2.0,0,2000,3
1199000.0,4,2.75,4110,2.0,0,1928,3
1150000.0,4,3.25,4190,2.0,0,2000,3
859900.0,4,2.75,3390,2.0,0,2011,3
520000.0,4,2.25,1890,2.0,0,2003,3
460000.0,3,2.5,1610,2.0,0,2005,3
438924.0,3,1.5,1050,1.0,0,1949,3
315000.0,2,1.0,630,1.0,0,1918,3
590000.0,4,2.75,2910,1.0,0,1975,3
378500.0,4,1.75,1700,1.0,0,1955,3
328500.0,3,2.5,1950,2.0,0,1990,4
849950.0,3,3.0,2990,2.0,0,1973,4
525000.0,3,1.5,1350,1.0,0,1950,3
1385000.0,4,3.25,4860,2.5,0,1993,3
295000.0,4,2.5,2160,1.0,0,1978,4
1067000.0,6,3.5,4860,2.0,0,1998,3
207950.0,2,2.0,890,1.0,0,1917,3
699900.0,4,2.75,2810,2.0,0,2002,3
1280000.0,5,2.5,3400,2.0,0,1977,4
452000.0,4,1.5,1580,1.0,0,1963,4
370000.0,3,2.0,1680,1.0,0,1987,4
232000.0,3,1.75,1300,1.0,0,1968,5
669950.0,5,2.5,2820,2.0,0,1960,4
397500.0,3,2.0,1510,1.0,0,1972,3
490000.0,2,2.5,1230,2.0,0,2004,3
725000.0,4,2.0,2110,2.0,0,1925,3
299000.0,3,2.75,3080,1.0,0,1958,4
625000.0,2,1.5,1490,1.5,0,1900,4
437500.0,3,2.5,2120,2.0,0,2000,3
650000.0,4,2.5,3180,2.0,0,2003,3
475000.0,2,1.0,1490,1.0,0,1929,3
342000.0,3,2.0,1930,1.0,0,1966,4
1197350.0,4,2.5,2770,2.0,0,1999,3
280000.0,3,1.5,1670,1.0,0,1963,4
240000.0,2,1.75,1330,1.0,0,1993,3
529000.0,3,1.0,1210,1.5,0,1924,4
442000.0,3,1.0,1190,1.0,0,1941,4
615000.0,2,1.0,1540,1.0,0,1946,4
1485000.0,4,3.75,4030,2.0,0,2006,3
585000.0,4,1.75,2430,1.0,0,1981,4
480000.0,4,2.5,2600,2.0,0,2005,3
1095000.0,5,3.5,4410,2.0,0,1990,4
290000.0,4,1.0,1330,1.5,0,1949,3
615000.0,3,1.75,1900,1.0,0,1951,5
300000.0,2,1.0,1100,1.0,0,1950,4
308000.0,3,1.0,1980,1.5,0,1932,3
750000.0,3,2.5,2400,2.0,0,2001,3
2250000.0,4,2.25,4760,2.5,0,1916,5
890000.0,4,3.25,3180,2.0,0,2005,3
288000.0,3,1.0,1190,1.0,0,1958,5
190000.0,2,1.0,630,1.0,0,1943,3
515000.0,5,3.0,2530,1.0,0,2005,3
235000.0,4,1.5,1690,1.0,0,1930,4
275000.0,2,1.0,940,1.0,0,1951,3
727500.0,2,2.0,1240,1.0,0,1952,4
650000.0,4,2.5,3040,2.0,0,2003,3
1600000.0,6,5.0,6050,2.0,0,2001,3
365000.0,4,1.0,1590,1.5,0,1944,3
662000.0,3,1.75,2500,1.0,0,1984,3
270500.0,3,2.5,1780,1.0,0,1978,3
200000.0,2,1.5,1360,2.0,0,1978,3
970000.0,4,3.25,4740,2.0,0,1987,3
160000.0,3,1.5,1010,1.0,0,1962,4
204000.0,3,1.0,1040,1.0,0,1971,4
358000.0,3,2.25,1610,2.0,0,1985,4
452000.0,4,1.75,1570,1.0,0,1979,3
595000.0,2,2.0,1510,1.0,0,1900,4
249000.0,3,2.0,1360,1.0,0,1994,3
346900.0,4,2.5,1970,2.0,0,1999,3
2125000.0,3,2.5,5403,2.0,1,1976,4
280000.0,4,2.5,1560,2.0,0,2003,3
318888.0,4,1.75,2320,1.0,0,1973,4
530000.0,3,2.25,2120,1.0,0,1967,3
375000.0,3,2.25,2120,2.0,0,1983,4
910000.0,4,2.5,3350,2.0,0,1988,3
782000.0,4,2.5,2380,2.0,0,1991,4
259950.0,2,2.0,1070,2.0,0,2008,3
315000.0,4,2.75,2300,1.0,0,1979,4
215000.0,2,1.0,1320,1.0,0,1943,4
705000.0,3,1.75,2180,1.0,0,1946,4
1450000.0,3,3.0,4380,2.0,0,1952,5
451000.0,3,1.75,1790,2.0,0,1949,3
261000.0,2,1.0,750,1.0,0,1943,4
396000.0,3,1.5,1300,1.0,0,1956,5
725000.0,4,2.5,2990,2.0,0,1999,3
