price,bedrooms,bathrooms,sqft_living,floors,waterfront,condition,scaled_size,loc_budget,loc_mid-range,loc_premium
1129575.0,5.0,2.25,3200.0,1.0,0,3,0.7377360882241095,1,0,0
1040000.0,5.0,3.25,4234.5,1.0,0,4,1.0,0,0,1
325000.0,3.0,2.0,1260.0,1.0,0,4,0.24591202940803653,0,1,0
571000.0,4.0,2.0,2750.0,1.5,0,5,0.6236531879832679,0,1,0
360000.0,4.0,2.5,2380.0,2.0,0,3,0.529851692229687,0,1,0
349000.0,3.0,1.75,1790.0,1.0,0,5,0.3802763341361389,0,1,0
832500.0,4.0,4.0,3430.0,2.0,0,4,0.7960451261249842,0,1,0
380000.0,4.0,1.75,1760.0,1.0,0,3,0.3726708074534162,0,1,0
480000.0,3.0,1.0,1040.0,1.0,0,3,0.19013816706806946,0,0,1
410000.0,3.0,1.0,1410.0,1.0,0,4,0.2839396628216504,0,0,1
720000.0,4.0,2.5,3450.0,2.0,0,3,0.8011154772467994,0,1,0
390000.0,3.0,2.5,2350.0,2.0,0,3,0.5222461655469641,0,0,1
360000.0,4.0,2.5,1900.0,2.0,0,3,0.40816326530612246,1,0,0
355000.0,2.0,1.0,2020.0,1.0,0,3,0.43858537203701364,0,1,0
356000.0,3.0,1.5,1680.0,1.0,0,3,0.35238940296615545,1,0,0
315000.0,3.0,1.0,960.0,1.0,0,3,0.16985676258080873,1,0,0
940000.0,3.0,1.5,2140.0,2.0,0,3,0.4690074787679047,0,1,0
305000.0,5.0,2.25,2660.0,1.5,0,5,0.6008366079350995,0,0,1
461000.0,3.0,3.25,2770.0,2.0,0,3,0.628723539105083,1,0,0
215000.0,2.0,2.25,1610.0,2.0,0,4,0.33464317403980226,0,1,0
335000.0,2.0,1.75,1030.0,2.0,0,3,0.18760299150716186,1,0,0
243500.0,4.0,2.5,1980.0,2.0,0,3,0.42844466979338325,1,0,0
1099880.0,5.0,2.75,3520.0,2.0,0,4,0.8188617061731526,1,0,0
153000.0,3.0,1.0,1200.0,1.0,0,3,0.230700976042591,1,0,0
430000.0,3.0,1.5,1580.0,1.0,0,3,0.3270376473570795,0,0,1
700000.0,3.0,1.5,1580.0,1.0,0,3,0.3270376473570795,1,0,0
905000.0,4.0,2.5,3300.0,1.0,0,3,0.7630878438331855,1,0,0
247500.0,3.0,1.75,1960.0,1.0,0,3,0.42337431867156805,1,0,0
199000.0,4.0,1.5,1160.0,1.0,0,4,0.2205602737989606,0,0,1
314000.0,3.0,1.75,1810.0,1.0,0,5,0.3853466852579541,1,0,0
437500.0,3.0,2.5,2320.0,2.0,0,3,0.5146406388642414,1,0,0
850830.0,3.0,2.5,2070.0,1.5,0,5,0.4512612498415516,0,0,1
555000.0,3.0,2.0,1980.0,1.5,0,4,0.42844466979338325,0,0,1
699950.0,3.0,2.25,2190.0,2.0,0,4,0.48168335657244266,0,0,1
1088000.0,3.0,2.5,2920.0,2.0,0,3,0.666751172518697,1,0,0
290000.0,3.0,1.0,1210.0,1.0,0,3,0.23323615160349853,0,0,1
375000.0,3.0,2.5,2340.0,1.0,0,4,0.5197109899860566,0,0,1
460000.0,3.0,1.0,1670.0,1.5,0,4,0.34985422740524785,1,0,0
188500.0,2.0,1.75,1240.0,1.0,0,4,0.24084167828622133,0,0,1
680000.0,4.0,2.5,3140.0,2.0,0,4,0.722525034858664,1,0,0
470000.0,5.0,1.75,2030.0,2.0,0,4,0.4411205475979212,0,1,0
597750.0,4.0,2.5,2310.0,2.0,0,3,0.5121054633033338,0,0,1
570000.0,3.0,1.75,1260.0,1.0,0,5,0.24591202940803653,0,1,0
272500.0,3.0,1.75,1540.0,1.0,0,4,0.3168969451134491,1,0,0
329950.0,3.0,1.75,2080.0,1.0,0,3,0.4537964254024591,0,0,1
480000.0,4.0,2.5,3230.0,2.0,0,3,0.7453416149068324,1,0,0
740500.0,3.0,3.5,4234.5,2.0,0,3,1.0,0,1,0
518500.0,3.0,3.5,1590.0,3.0,0,3,0.3295728229179871,1,0,0
205425.0,2.0,1.0,880.0,1.0,0,4,0.149575358093548,0,0,1
171800.0,4.0,2.0,1570.0,1.0,0,3,0.3245024717961719,0,0,1
535000.0,4.0,1.0,1610.0,1.5,0,4,0.33464317403980226,0,1,0
660000.0,3.0,2.5,2400.0,1.0,0,3,0.5349220433515022,1,0,0
391500.0,3.0,2.0,1450.0,1.0,0,3,0.2940803650652808,0,0,1
395000.0,2.0,1.0,770.0,1.0,0,3,0.12168842692356446,0,1,0
445000.0,4.0,1.75,2100.0,1.5,0,5,0.4588667765242743,0,0,1
770000.0,3.0,2.25,2910.0,2.0,0,3,0.6642159969577893,0,0,1
1129575.0,4.0,2.75,2750.0,1.5,0,3,0.6236531879832679,1,0,0
445000.0,3.0,2.25,2100.0,1.0,0,3,0.4588667765242743,0,0,1
260000.0,4.0,2.25,2160.0,1.0,0,3,0.4740778298897199,1,0,0
822500.0,5.0,3.5,2320.0,2.0,0,5,0.5146406388642414,0,0,1
430000.0,4.0,2.5,2070.0,2.0,0,3,0.4512612498415516,0,1,0
212000.0,3.0,1.75,1060.0,1.0,0,4,0.19520851818988466,0,0,1
660500.0,4.0,2.25,2010.0,1.0,0,3,0.436050196476106,1,0,0
784000.0,3.0,3.5,3950.0,1.5,0,3,0.9278742552921792,1,0,0
453246.0,3.0,2.5,2010.0,2.0,0,3,0.436050196476106,0,1,0
675000.0,4.0,3.5,2140.0,3.0,0,3,0.4690074787679047,0,0,1
199000.0,3.0,1.75,1320.0,1.0,0,4,0.26112308277348206,0,0,1
220000.0,4.0,1.75,2020.0,1.0,0,3,0.43858537203701364,0,1,0
452000.0,4.0,2.25,2590.0,1.0,0,4,0.5830903790087464,0,0,1
382500.0,2.0,1.0,1190.0,1.0,0,3,0.2281658004816834,0,0,1
519950.0,3.0,2.25,1170.0,3.0,0,3,0.2230954493598682,1,0,0
665000.0,2.0,1.0,1110.0,1.0,0,3,0.20788439599442265,0,0,1
527700.0,5.0,2.5,2820.0,1.0,0,4,0.641399416909621,0,0,1
205000.0,3.0,1.0,1610.0,1.0,0,4,0.33464317403980226,0,1,0
420000.0,3.0,1.0,1060.0,1.0,0,4,0.19520851818988466,0,1,0
500000.0,4.0,2.25,2030.0,1.0,0,4,0.4411205475979212,1,0,0
921500.0,4.0,2.5,3670.0,2.0,0,4,0.8568893395867665,0,0,1
890000.0,4.0,1.0,2550.0,2.0,0,3,0.572949676765116,0,0,1
430000.0,2.0,2.5,2420.0,2.0,0,3,0.5399923944733173,0,0,1
258000.0,5.0,2.0,2260.0,1.0,0,4,0.4994295854987958,1,0,0
511000.0,3.0,1.0,1430.0,1.0,0,3,0.2890100139434656,1,0,0
532170.0,3.0,2.0,1360.0,2.0,0,3,0.27126378501711246,0,1,0
560000.0,3.0,1.0,1110.0,1.5,0,3,0.20788439599442265,1,0,0
282950.0,3.0,1.0,1250.0,1.0,0,4,0.24337685384712893,0,0,1
1129575.0,4.0,3.25,4234.5,2.0,0,3,1.0,0,0,1
350000.0,1.5,1.0,700.0,1.0,0,3,0.10394219799721133,1,0,0
215000.0,3.0,1.0,1180.0,1.0,0,4,0.2256306249207758,0,0,1
650000.0,5.0,3.5,3960.0,2.0,0,3,0.9304094308530867,0,0,1
320000.0,4.0,2.75,2640.0,1.0,0,3,0.5957662568132843,1,0,0
247000.0,3.0,2.0,1270.0,1.5,0,3,0.24844720496894412,1,0,0
320000.0,4.0,1.75,1760.0,1.0,0,4,0.3726708074534162,0,0,1
255000.0,5.0,2.25,2060.0,1.0,0,3,0.4487260742806439,0,0,1
438000.0,3.0,1.75,1780.0,1.0,0,3,0.3777411585752314,0,0,1
900000.0,3.0,2.5,3400.0,2.0,0,3,0.7884395994422614,0,1,0
441000.0,3.0,2.75,1910.0,1.0,0,3,0.41069844086703006,0,1,0
420000.0,3.0,2.0,2020.0,1.0,0,4,0.43858537203701364,0,1,0
370000.0,3.0,1.75,1580.0,1.0,0,3,0.3270376473570795,1,0,0
269950.0,2.0,1.75,1340.0,1.0,0,5,0.26619343389529726,0,1,0
807100.0,4.0,2.5,2680.0,2.0,0,3,0.6059069590569147,1,0,0
653000.0,3.0,2.5,2680.0,1.0,0,4,0.6059069590569147,1,0,0
371500.0,3.0,2.0,1370.0,1.0,0,5,0.27379896057802006,0,1,0
284000.0,3.0,1.75,1560.0,1.0,0,3,0.3219672962352643,0,1,0
272000.0,3.0,1.75,2160.0,1.0,0,4,0.4740778298897199,0,1,0
313000.0,3.0,1.5,1340.0,1.5,0,3,0.26619343389529726,0,0,1
917500.0,4.0,2.5,3880.0,2.0,0,3,0.9101280263658259,0,1,0
673000.0,4.0,2.25,2590.0,2.0,0,4,0.5830903790087464,0,0,1
425000.0,3.0,2.5,1120.0,2.0,0,3,0.2104195715553302,1,0,0
399950.0,5.0,2.75,1970.0,1.0,0,3,0.42590949423247565,0,0,1
385000.0,3.0,1.0,1220.0,1.0,0,3,0.23577132716440613,0,1,0
269950.0,3.0,1.5,1950.0,1.0,0,4,0.42083914311066045,1,0,0
330000.0,2.0,1.0,1350.0,1.0,0,3,0.26872860945620486,1,0,0
260000.0,3.0,2.5,1670.0,2.0,0,3,0.34985422740524785,1,0,0
470000.0,4.0,3.0,2380.0,1.5,0,4,0.529851692229687,0,0,1
589000.0,4.0,3.0,2440.0,2.0,0,5,0.5450627455951325,0,1,0
163500.0,2.0,1.5,1050.0,2.0,0,3,0.19267334262897706,1,0,0
835000.0,4.0,2.75,3130.0,2.0,0,3,0.7199898592977564,1,0,0
1095000.0,5.0,3.0,4090.0,1.0,0,4,0.9633667131448854,1,0,0
269000.0,4.0,1.75,1490.0,1.0,0,4,0.3042210673089112,0,0,1
560000.0,3.0,2.5,1900.0,2.0,0,3,0.40816326530612246,0,0,1
615000.0,4.0,1.0,1330.0,1.5,0,4,0.26365825833438966,0,1,0
585188.0,3.0,2.25,2230.0,1.0,0,3,0.49182405881607305,0,0,1
305000.0,3.0,1.75,1650.0,1.0,0,3,0.34478387628343266,1,0,0
166950.0,3.0,1.0,1190.0,1.0,0,3,0.2281658004816834,0,1,0
799000.0,3.0,2.5,2140.0,1.0,0,4,0.4690074787679047,1,0,0
400000.0,3.0,2.5,2180.0,1.0,0,4,0.4791481810115351,1,0,0
230000.0,3.0,1.0,1060.0,1.0,0,3,0.19520851818988466,0,0,1
256883.0,3.0,2.5,1690.0,2.0,0,3,0.35492457852706305,0,1,0
423000.0,4.0,2.0,1970.0,1.5,0,5,0.42590949423247565,0,0,1
465000.0,3.0,2.5,2150.0,2.0,0,3,0.47154265432881226,0,0,1
440000.0,3.0,2.5,1910.0,2.0,0,3,0.41069844086703006,0,1,0
385000.0,3.0,1.75,1350.0,1.0,0,4,0.26872860945620486,1,0,0
210000.0,3.0,1.0,860.0,1.0,0,4,0.1445050069717328,1,0,0
297000.0,3.0,2.5,1940.0,2.0,0,3,0.41830396754975285,0,1,0
470000.0,3.0,1.0,1010.0,1.0,0,3,0.18253264038534672,1,0,0
226500.0,3.0,1.5,1300.0,1.0,0,4,0.2560527316516669,0,1,0
274250.0,3.0,1.0,910.0,1.0,0,4,0.15718088477627076,0,1,0
840000.0,4.0,1.75,2480.0,1.0,0,4,0.5552034478387629,0,0,1
677900.0,3.0,2.5,2440.0,2.0,0,3,0.5450627455951325,0,1,0
425000.0,3.0,1.0,1010.0,1.0,0,3,0.18253264038534672,0,0,1
180250.0,2.0,0.75,900.0,1.0,0,3,0.15464570921536316,1,0,0
464000.0,5.5,3.0,2300.0,2.0,0,3,0.5095702877424262,1,0,0
320000.0,4.0,2.25,1550.0,2.0,0,3,0.3194321206743567,1,0,0
625504.0,3.0,2.25,1270.0,2.0,0,3,0.24844720496894412,1,0,0
592500.0,4.0,2.5,2240.0,1.0,0,3,0.4943592343769806,0,0,1
465000.0,3.0,2.5,2714.0,2.0,0,3,0.6145265559640005,1,0,0
477000.0,4.0,2.75,1720.0,2.0,0,3,0.3625301052097858,0,1,0
280000.0,2.0,1.0,850.0,1.0,0,3,0.1419698314108252,0,1,0
1129575.0,5.0,3.0,3300.0,1.0,0,3,0.7630878438331855,0,1,0
445838.0,3.0,2.5,2250.0,2.0,0,3,0.49689440993788825,0,0,1
1072000.0,2.0,2.25,3900.0,1.0,0,3,0.9151983774876411,1,0,0
467000.0,2.0,1.5,1320.0,1.0,0,4,0.26112308277348206,1,0,0
686000.0,4.0,2.5,2760.0,2.0,0,3,0.6261883635441755,1,0,0
279950.0,3.0,2.0,1750.0,1.0,0,3,0.3701356318925086,0,0,1
527000.0,4.0,2.25,2330.0,2.0,0,3,0.5171758144251489,0,1,0
325000.0,3.0,2.25,2220.0,1.0,0,4,0.4892888832551655,0,1,0
328000.0,3.0,2.25,2020.0,2.0,0,3,0.43858537203701364,1,0,0
390000.0,3.0,2.25,1250.0,1.0,0,5,0.24337685384712893,0,1,0
479950.0,2.0,2.0,1510.0,1.0,0,3,0.30929141843072633,0,1,0
264950.0,4.0,2.25,1720.0,1.0,0,4,0.3625301052097858,0,0,1
235000.0,3.0,1.0,1430.0,1.0,0,4,0.2890100139434656,0,0,1
516500.0,3.0,2.5,1480.0,2.0,0,3,0.3016858917480036,0,0,1
655000.0,2.0,1.75,1450.0,2.0,1,3,0.2940803650652808,0,0,1
500000.0,4.0,2.75,2280.0,1.0,0,5,0.504499936620611,1,0,0
315000.0,5.5,2.75,2940.0,1.0,0,3,0.6718215236405122,0,0,1
213000.0,2.0,1.0,1000.0,1.0,0,3,0.17999746482443912,0,1,0
475000.0,3.0,1.5,2480.0,1.5,0,5,0.5552034478387629,1,0,0
1025000.0,5.0,4.0,3760.0,2.0,0,3,0.8797059196349348,0,1,0
416000.0,3.0,2.0,2220.0,1.0,0,5,0.4892888832551655,0,1,0
410000.0,4.0,1.0,1970.0,1.5,0,3,0.42590949423247565,0,1,0
800000.0,3.0,3.5,3830.0,2.0,0,3,0.897452148561288,0,0,1
472000.0,5.5,2.5,4234.5,1.0,0,4,1.0,0,0,1
225000.0,3.0,1.75,1430.0,1.0,0,4,0.2890100139434656,1,0,0
210000.0,2.0,1.0,830.0,1.0,0,3,0.13689948028901003,1,0,0
455000.0,2.0,1.0,1430.0,1.5,0,2,0.2890100139434656,0,0,1
225000.0,3.0,1.0,1300.0,1.0,0,4,0.2560527316516669,0,1,0
480000.0,2.0,1.0,1030.0,1.0,0,4,0.18760299150716186,1,0,0
363000.0,3.0,2.5,2740.0,2.0,0,3,0.6211180124223603,0,0,1
1129575.0,4.0,2.5,3650.0,1.0,1,3,0.8518189884649513,0,0,1
181000.0,2.0,1.5,720.0,1.0,0,3,0.1090125491190265,0,0,1
250000.0,4.0,2.0,2010.0,1.0,0,4,0.436050196476106,0,1,0
481000.0,3.0,1.75,1560.0,1.0,0,4,0.3219672962352643,0,0,1
260000.0,3.0,2.0,1810.0,1.0,0,4,0.3853466852579541,0,0,1
455000.0,4.0,2.5,3360.0,2.0,0,3,0.7782988971986311,0,0,1
415000.0,3.0,2.25,1510.0,2.0,0,3,0.30929141843072633,0,0,1
349500.0,3.0,1.0,1400.0,1.0,0,3,0.28140448726074285,1,0,0
245000.0,3.0,2.5,1730.0,2.0,0,3,0.3650652807706934,1,0,0
592500.0,2.0,2.0,1420.0,1.5,0,5,0.286474838382558,0,0,1
385000.0,4.0,1.75,2360.0,1.0,0,4,0.5247813411078718,0,1,0
315000.0,3.0,1.75,1580.0,1.0,0,4,0.3270376473570795,1,0,0
255000.0,3.0,1.0,1230.0,1.0,0,3,0.23830650272531373,0,0,1
693000.0,4.0,2.5,2460.0,2.0,0,3,0.5501330967169477,1,0,0
780000.0,3.0,1.0,1660.0,1.5,0,3,0.34731905184434025,1,0,0
237000.0,3.0,1.75,1270.0,1.0,0,4,0.24844720496894412,0,1,0
525000.0,3.0,2.25,2100.0,2.0,0,3,0.4588667765242743,0,0,1
425000.0,2.0,1.0,770.0,1.0,0,3,0.12168842692356446,0,0,1
369900.0,1.5,0.75,760.0,1.0,1,5,0.11915325136265686,0,1,0
290000.0,4.0,2.5,1700.0,2.0,0,4,0.3574597540879706,0,1,0
285000.0,3.0,1.0,1120.0,1.0,0,3,0.2104195715553302,0,0,1
415000.0,2.0,1.0,1070.0,1.0,0,3,0.19774369375079226,0,0,1
272500.0,3.0,2.5,2070.0,1.0,0,3,0.4512612498415516,0,1,0
1129575.0,4.0,3.25,4234.5,1.5,0,3,1.0,1,0,0
1129575.0,4.0,4.75,4234.5,2.0,0,4,1.0,1,0,0
436000.0,2.0,1.0,1040.0,1.0,0,4,0.19013816706806946,0,1,0
210000.0,3.0,1.0,1700.0,1.0,0,4,0.3574597540879706,1,0,0
236000.0,3.0,1.0,1300.0,1.0,0,3,0.2560527316516669,0,1,0
331000.0,3.0,1.75,1080.0,1.0,0,3,0.20027886931169986,1,0,0
365000.0,3.0,2.5,2653.0,2.0,0,3,0.5990619850424642,1,0,0
450000.0,3.0,2.0,2290.0,1.0,0,5,0.5070351121815186,0,0,1
770000.0,4.0,2.75,3820.0,2.0,0,3,0.8949169730003803,0,0,1
455000.0,4.0,2.5,2210.0,1.0,0,3,0.48675370769425785,1,0,0
405000.0,3.0,1.75,2390.0,1.0,0,3,0.5323868677905945,1,0,0
304900.0,4.0,1.75,2600.0,1.0,0,4,0.585625554569654,0,0,1
170000.0,2.0,1.0,860.0,1.0,0,3,0.1445050069717328,0,0,1
1129575.0,5.0,3.0,3830.0,2.0,0,5,0.897452148561288,0,0,1
780000.0,4.0,2.5,3500.0,2.0,0,3,0.8137913550513374,0,1,0
330000.0,3.0,3.0,2420.0,1.0,0,4,0.5399923944733173,1,0,0
370000.0,4.0,2.5,2720.0,2.0,0,3,0.6160476613005451,0,0,1
467000.0,5.0,2.25,2500.0,1.0,0,3,0.560273798960578,1,0,0
405000.0,3.0,1.75,1670.0,1.0,0,3,0.34985422740524785,0,1,0
675000.0,5.0,2.25,2900.0,1.0,0,3,0.6616808213968818,0,1,0
500000.0,2.0,1.0,1640.0,1.0,0,4,0.34224870072252506,0,0,1
389999.0,4.0,2.5,1890.0,2.0,0,4,0.40562808974521486,0,1,0
630000.0,4.0,1.75,2950.0,1.0,0,4,0.6743566992014197,1,0,0
360000.0,4.0,2.5,2160.0,2.0,0,3,0.4740778298897199,0,0,1
580000.0,4.0,3.0,3280.0,2.0,0,3,0.7580174927113703,1,0,0
550000.0,3.0,2.0,1970.0,2.0,0,5,0.42590949423247565,1,0,0
879000.0,4.0,2.5,3360.0,2.0,0,3,0.7782988971986311,0,1,0
265000.0,3.0,2.0,1320.0,1.0,0,3,0.26112308277348206,0,1,0
446500.0,3.0,2.5,2650.0,2.0,0,3,0.598301432374192,0,1,0
404000.0,3.0,1.5,2030.0,1.0,0,3,0.4411205475979212,0,1,0
267500.0,3.0,1.75,1590.0,1.0,0,3,0.3295728229179871,0,1,0
1129575.0,4.0,5.0,4234.5,1.0,1,3,1.0,0,0,1
335000.0,3.0,2.5,2440.0,2.0,0,3,0.5450627455951325,1,0,0
576000.0,3.0,2.5,1940.0,1.0,0,4,0.41830396754975285,1,0,0
208633.0,3.0,2.5,2040.0,2.0,0,3,0.44365572315882873,1,0,0
315000.0,3.0,2.25,2200.0,1.0,0,4,0.4842185321333503,1,0,0
725000.0,3.0,1.75,1920.0,1.0,0,4,0.41323361642793766,0,1,0
550000.0,4.0,2.75,1800.0,1.0,0,4,0.3828115096970465,1,0,0
610750.0,4.0,2.25,2180.0,2.0,0,3,0.4791481810115351,0,0,1
550700.0,2.0,1.0,1010.0,1.5,0,4,0.18253264038534672,0,0,1
665000.0,4.0,2.75,3320.0,2.0,0,5,0.7681581949550007,1,0,0
834000.0,4.0,2.5,2370.0,1.5,0,5,0.5273165166687793,1,0,0
201000.0,5.0,1.75,1660.0,1.5,0,3,0.34731905184434025,0,0,1
1129575.0,5.0,2.5,3650.0,2.0,0,5,0.8518189884649513,0,0,1
1129575.0,4.0,3.25,4234.5,1.0,0,3,1.0,0,1,0
1129575.0,4.0,3.25,4234.5,1.0,0,3,1.0,0,0,1
305000.0,4.0,2.25,1950.0,1.0,0,3,0.42083914311066045,0,1,0
487000.0,3.0,2.0,2590.0,1.0,0,5,0.5830903790087464,0,1,0
390000.0,3.0,2.5,1930.0,1.0,0,4,0.41576879198884525,0,1,0
548000.0,2.0,1.0,1470.0,1.0,0,4,0.299150716187096,0,1,0
268750.0,4.0,1.0,800.0,1.0,0,3,0.12929395360628723,0,1,0
819900.0,5.0,2.75,3150.0,2.0,0,3,0.7250602104195716,1,0,0
520000.0,3.0,2.25,2030.0,2.0,0,3,0.4411205475979212,0,0,1
230000.0,3.0,2.0,1450.0,1.0,0,3,0.2940803650652808,0,1,0
240000.0,3.0,1.75,1510.0,1.0,0,3,0.30929141843072633,0,0,1
232000.0,2.0,1.0,1240.0,1.0,0,3,0.24084167828622133,0,0,1
240500.0,2.0,1.0,1240.0,1.0,0,3,0.24084167828622133,0,1,0
274975.0,3.0,2.5,3030.0,2.0,0,3,0.6946381036886805,1,0,0
740000.0,4.0,2.0,2050.0,1.5,0,4,0.4461908987197364,0,1,0
186375.0,3.0,1.0,1000.0,1.0,0,2,0.17999746482443912,1,0,0
790000.0,3.0,2.25,2370.0,1.0,0,4,0.5273165166687793,0,0,1
880000.0,4.0,3.5,2800.0,2.0,0,3,0.6363290657878059,1,0,0
279000.0,5.5,1.75,2240.0,2.0,0,4,0.4943592343769806,1,0,0
295000.0,3.0,2.0,1810.0,1.0,0,3,0.3853466852579541,1,0,0
640000.0,2.0,1.0,1070.0,1.0,0,3,0.19774369375079226,0,0,1
940000.0,4.0,2.0,2490.0,2.0,0,5,0.5577386233996705,0,0,1
260000.0,4.0,2.5,1960.0,2.0,0,3,0.42337431867156805,1,0,0
559900.0,3.0,2.75,2930.0,1.0,0,3,0.6692863480796045,1,0,0
791500.0,4.0,2.0,1510.0,1.5,0,5,0.30929141843072633,0,1,0
265000.0,3.0,1.75,1420.0,1.0,0,3,0.286474838382558,1,0,0
245000.0,3.0,1.75,1740.0,1.0,0,3,0.367600456331601,0,1,0
